country,age,education,gender,ethnicity,organization_type,job_industry,primary_job_function,current_role,planned_job_postings,python,r_programming,java,java_script,c_c++,c#,julia,html_css,bash_shell,sql,go,php,rust,typescript,"in_your_work,_how_much_more_time_have_you_spent_this_year_on_generative_ai_techniques_such_as_generative_adversarial_networks_gans,_variational_autoencoders_vaes,_or_transformer_models_compared_to_last_year",what_are_you_using_generative_ai_for_select_all_that_apply__selected_choice,has_your_company_already_hired_or_plan_on_hiring_any_of_the_following_roles_select_all_that_apply__selected_choice,"what_topics,_tools,_or_skills_are_covered_in_your_courses_in_preparation_for_entering_the_data_science_ml_field_select_all_that_apply","in_your_opinion,_what_is_the_biggest_obstacle_to_obtaining_the_experience_required_for_a_career_in_data_science_or_related_fields__selected_choice",what_would_be_your_ideal_job_title__selected_choice
UNITED STATES,26-41,MASTER’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,FINANCE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,8,69,54,75,34,53,9,13,47,48,86,14,18,4,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",BIG DATA ENGINEER,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSTRUCTION,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,77,14,20,83,76,41,41,37,18,,,,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS",AI DATA ANALYST,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,GOVERNMENT,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,77,14,20,83,76,41,41,37,18,,,,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS",AI DATA ANALYST,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,77,14,20,83,76,41,41,37,18,,,,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS",AI DATA ANALYST,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,NON-BINARY,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENERGY,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,77,14,20,83,76,41,41,37,18,,,,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS",AI DATA ANALYST,,,
UNITED STATES,26-41,DOCTORAL DEGREE,MALE,WHITE,GOVERNMENT AGENCY,CONSULTING,SYSTEM ADMINISTRATOR,DATA SCIENCE PRACTITIONER,,25,23,34,33,38,35,38,53,40,38,46,21,26,55,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI DATA ANALYST,AI AUDITOR,COMPUTER VISION ENGINEER",,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,CONSTRUCTION,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,29,47,41,100,37,21,26,38,46,55,38,44,42,45,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER,AI ETHICIST",,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,CONSTRUCTION,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,78,56,91,72,58,55,39,66,76,65,75,28,,23,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,AUTOMATING TASKS","PROMPT ENGINEER,COMPUTER VISION ENGINEER",,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,38,42,22,48,5,26,17,33,22,69,51,63,87,35,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ETHICIST,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,PHARMACEUTICAL,PRODUCT MANAGER,DATA SCIENCE PRACTITIONER,,34,19,50,22,11,28,36,41,30,34,29,25,14,22,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,PROMPT ENGINEER,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FOOD & BEVERAGE,PRODUCT MANAGER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,PROMPT ENGINEER,MACHINE MANAGER,COMPUTER VISION ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,DOCTORAL DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,MEDIA,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,34,19,50,22,11,28,36,41,30,34,29,25,14,22,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,PROMPT ENGINEER,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,CONSTRUCTION,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,34,19,50,22,11,28,36,41,30,34,29,25,14,22,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS","AI ENGINEER,PROMPT ENGINEER,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,DEVELOPER,DATA SCIENCE PRACTITIONER,,35,37,66,22,57,81,20,9,78,28,74,1,43,37,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",PROMPT ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,HEALTHCARE,PROFESSOR/INSTRUCTOR/RESEARCHER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,PROMPT ENGINEER,AI AUDITOR,AI ETHICIST,MACHINE MANAGER,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,BLACK,NOT-FOR-PROFIT ORGANIZATION,AUTOMOTIVE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,47,34,62,7,42,62,4,38,78,20,79,41,23,40,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ETHICIST,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,BLACK,EDUCATIONAL INSTITUTION,AUTOMOTIVE,DEVELOPER,DATA SCIENCE PRACTITIONER,,10,71,63,15,43,80,27,35,81,79,81,6,23,48,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI AUDITOR,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,BLACK,GOVERNMENT AGENCY,EDUCATION,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,73,39,8,48,24,88,61,7,61,81,13,25,65,44,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ETHICIST,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,CONSTRUCTION,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,PROMPT ENGINEER,MACHINE MANAGER,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,DEFENSE,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,PROMPT ENGINEER,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,WHITE,GOVERNMENT AGENCY,FOOD & BEVERAGE,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,5,16,40,37,50,47,77,74,44,45,23,2,65,70,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",BIG DATA ENGINEER,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,FINANCE,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,1,5,7,79,11,17,33,66,29,69,85,42,17,24,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ENGINEER,,,
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,AUTOMOTIVE,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,70,80,82,44,62,48,72,46,69,73,80,21,21,50,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ENGINEER,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,AUTOMOTIVE,DEVELOPER,DATA SCIENCE PRACTITIONER,,61,60,71,33,29,78,47,79,1,0,53,3,43,77,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",PROMPT ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,BLACK,GOVERNMENT AGENCY,DEFENSE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,79,75,73,37,37,18,80,62,43,72,42,28,53,13,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",BIG DATA ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,CONSULTING,APPLIED SCIENTIST,IT ADMIN / INFORMATION SECURITY,"AI ENGINEER,AI DATA ANALYST,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,AGRICULTURE,ML ENGINEER,DATA SCIENCE PRACTITIONER,,37,51,30,24,16,30,20,30,31,13,19,19,17,17,THE SAME AMOUNT,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS,NOT CURRENTLY USING","AI ENGINEER,PROMPT ENGINEER,AI AUDITOR,BIG DATA ENGINEER",,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,WHITE,EDUCATIONAL INSTITUTION,AUTOMOTIVE,PROFESSOR/INSTRUCTOR/RESEARCHER,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,EDUCATION,SYSTEM ADMINISTRATOR,PROFESSOR/RESEARCHER,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,GOVERNMENT AGENCY,GOVERNMENT,PRODUCT MANAGER,DATA SCIENCE PRACTITIONER,,37,51,30,24,16,30,20,30,31,13,19,19,17,39,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS,NOT CURRENTLY USING","AI DATA ANALYST,PROMPT ENGINEER,AI ETHICIST,BIG DATA ENGINEER",,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,33,61,88,13,64,58,42,43,3,88,71,10,67,38,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI AUDITOR,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,BLACK,GOVERNMENT AGENCY,AUTOMOTIVE,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,33,79,12,22,80,70,83,87,85,18,7,42,55,12,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ETHICIST,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,ENERGY,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,82,,,62,58,,,,,,,,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS",AI DATA ANALYST,,,
UNITED STATES,58-67,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FOOD & BEVERAGE,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,82,,,62,58,,,,,,,,,,LESS,"DATA CLEANING, VISUALIZATION, ANALYSIS,CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS",AI DATA ANALYST,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,ENERGY,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,78,70,51,85,78,84,3,7,20,63,79,82,40,30,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",COMPUTER VISION ENGINEER,,,
UNITED STATES,26-41,SOME COLLEGE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,NOT FOR PROFIT,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,28,52,21,86,23,21,18,15,13,15,14,13,13,12,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS","AI AUDITOR,BIG DATA ENGINEER",,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,ML ENGINEER,DATA SCIENCE PRACTITIONER,,98,,,4,,,,1,7,15,,,,,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),OTHER (PLEASE INDICATE BELOW)","PROMPT ENGINEER,COMPUTER VISION ENGINEER",,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,ENGINEERING,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,59,73,58,39,74,16,38,26,41,44,81,83,49,26,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",BIG DATA ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,AUTOMOTIVE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,64,68,36,54,54,0,51,1,47,34,58,52,60,78,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",PROMPT ENGINEER,,,
UNITED STATES,58-67,DOCTORAL DEGREE,MALE,DECLINE TO ANSWER,NOT APPLICABLE (STUDENT),,OTHER (PLEASE INDICATE BELOW),OTHER,,75,,,,19,20,,,76,53,,,,,LESS,NOT CURRENTLY USING,NONE OF THESE,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,WHITE,NOT-FOR-PROFIT ORGANIZATION,AUTOMOTIVE,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,84,60,68,81,81,20,18,12,81,13,48,38,55,34,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI AUDITOR,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,BLACK,GOVERNMENT AGENCY,FOOD & BEVERAGE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,74,72,59,59,78,42,1,74,71,85,85,8,83,4,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",PROMPT ENGINEER,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,LATINE/HISPANIC,NOT-FOR-PROFIT ORGANIZATION,ENERGY,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,81,8,79,67,74,57,43,48,5,41,83,39,54,7,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ENGINEER,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,ELECTRONICS,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,65,24,21,63,63,70,67,52,80,64,43,49,27,84,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI AUDITOR,,,
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,AUTOMOTIVE,DEVELOPER,DATA SCIENCE PRACTITIONER,,20,36,80,76,9,40,73,4,75,33,24,1,74,42,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",PROMPT ENGINEER,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,BLACK,NOT-FOR-PROFIT ORGANIZATION,GOVERNMENT,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,49,71,47,40,75,40,21,34,62,43,54,54,77,34,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",BIG DATA ENGINEER,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,BLACK,GOVERNMENT AGENCY,ENGINEERING,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,31,46,61,24,52,1,66,81,71,65,59,83,3,33,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",PROMPT ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,BLACK,NOT-FOR-PROFIT ORGANIZATION,GOVERNMENT,DEVELOPER,DATA SCIENCE PRACTITIONER,,39,69,81,71,67,64,48,21,80,48,87,23,7,43,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",BIG DATA ENGINEER,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,BLACK,EDUCATIONAL INSTITUTION,AUTOMOTIVE,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,23,39,35,30,61,74,20,25,68,75,25,30,24,85,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI ETHICIST,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,ENGINEERING,DEVELOPER,DATA SCIENCE PRACTITIONER,,63,79,0,54,23,3,6,59,63,40,28,49,68,79,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",PROMPT ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,MANUFACTURING,DATA ENGINEER,IT ADMIN / INFORMATION SECURITY,NONE OF THESE,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,FINANCE,DEVELOPER,DATA SCIENCE PRACTITIONER,,79,38,3,21,13,11,0,81,15,77,84,71,41,19,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI ENGINEER,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,EAST ASIAN,NOT-FOR-PROFIT ORGANIZATION,ENGINEERING,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,77,45,30,70,1,4,80,57,14,81,81,46,73,0,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI ETHICIST,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,AUTOMOTIVE,DEVELOPER,DATA SCIENCE PRACTITIONER,,32,10,22,66,62,34,20,23,35,53,72,22,61,69,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI AUDITOR,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,FOOD & BEVERAGE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,12,31,47,74,18,56,65,79,57,21,47,69,43,10,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ETHICIST,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,EAST ASIAN,EDUCATIONAL INSTITUTION,EDUCATION,RESEARCH SCIENTIST,DATA SCIENCE PRACTITIONER,,25,4,69,51,32,26,66,29,35,88,27,21,11,18,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI ETHICIST,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,BLACK,EDUCATIONAL INSTITUTION,EDUCATION,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,63,32,78,57,28,13,57,0,74,20,81,87,19,69,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",COMPUTER VISION ENGINEER,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,EAST ASIAN,EDUCATIONAL INSTITUTION,AUTOMOTIVE,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,22,9,25,38,73,10,22,8,68,37,63,17,11,65,SLIGHTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",PROMPT ENGINEER,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,AUTOMOTIVE,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,9,56,33,3,20,57,36,40,16,61,80,3,22,7,SIGNIFICANTLY MORE,"DATA CLEANING, VISUALIZATION, ANALYSIS",AI ETHICIST,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,EAST ASIAN,GOVERNMENT AGENCY,AUTOMOTIVE,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,85,11,76,34,28,34,82,8,25,28,49,18,66,65,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI AUDITOR,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,WHITE,EDUCATIONAL INSTITUTION,AUTOMOTIVE,DEVELOPER,DATA SCIENCE PRACTITIONER,,62,22,74,28,31,14,53,51,50,31,22,80,45,79,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI DATA ANALYST,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,TRANSPORTATION & LOGISTICS,BUSINESS ANALYST,DATA SCIENCE PRACTITIONER,,45,32,68,34,13,52,85,0,0,76,0,0,0,0,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.),AUTOMATING TASKS",AI DATA ANALYST,,,
UNITED STATES,26-41,SOME COLLEGE,MALE,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,
UNITED STATES,42-57,MASTER’S DEGREE,FEMALE,WHITE,COMMERCIAL (FOR-PROFIT) ENTITY,AUTOMOTIVE,DEVELOPER,DATA SCIENCE PRACTITIONER,,25,43,41,9,76,65,41,63,41,25,17,10,20,68,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",BIG DATA ENGINEER,,,
UNITED STATES,42-57,MASTER’S DEGREE,MALE,BLACK,NOT-FOR-PROFIT ORGANIZATION,ENGINEERING,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,85,6,6,28,34,66,86,74,28,12,57,4,49,85,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",BIG DATA ENGINEER,,,
UNITED STATES,26-41,MASTER’S DEGREE,FEMALE,OTHER (PLEASE INDICATE),COMMERCIAL (FOR-PROFIT) ENTITY,TECHNOLOGY,DATA SCIENTIST,DATA SCIENCE PRACTITIONER,,80,,,,,,,5,16,34,,,,,THE SAME AMOUNT,NOT CURRENTLY USING,"AI ENGINEER,AI ETHICIST,COMPUTER VISION ENGINEER,BIG DATA ENGINEER",,,
UNITED STATES,42-57,BACHELOR’S DEGREE,MALE,BLACK,EDUCATIONAL INSTITUTION,ELECTRONICS,DATA ENGINEER,DATA SCIENCE PRACTITIONER,,16,2,10,69,26,67,88,62,73,42,12,63,71,8,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI DATA ANALYST,,,
UNITED STATES,26-41,MASTER’S DEGREE,MALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,ELECTRONICS,DEVELOPER,DATA SCIENCE PRACTITIONER,,40,58,77,34,6,33,1,44,51,11,18,73,59,20,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI DATA ANALYST,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,FEMALE,WHITE,GOVERNMENT AGENCY,ENERGY,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,84,54,13,7,59,17,19,0,54,35,1,69,32,23,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI ENGINEER,,,
UNITED STATES,42-57,BACHELOR’S DEGREE,FEMALE,BLACK,GOVERNMENT AGENCY,AUTOMOTIVE,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,30,79,14,78,66,64,72,45,71,12,42,49,49,51,SIGNIFICANTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",BIG DATA ENGINEER,,,
UNITED STATES,26-41,BACHELOR’S DEGREE,MALE,BLACK,COMMERCIAL (FOR-PROFIT) ENTITY,AUTOMOTIVE,APPLIED SCIENTIST,DATA SCIENCE PRACTITIONER,,44,42,29,45,79,10,66,64,74,56,55,70,30,29,SLIGHTLY MORE,"CONTENT CREATION (IMAGES, VIDEO, WRITTEN WORD, ETC.)",AI ETHICIST,,,
